partition	seq
part23095	7496674-7497319
part21504	7497320-7498317
part23209	7498318-7500365
part17327	7500366-7503135
part23090	7503136-7504536
part20237	7504537-7507852
part16746	7507853-7509895
part23284	7509896-7511210
part23288	7511211-7513877
part23236	7513878-7514680
part23170	7514681-7516311
part17546	7516312-7518578
part23196	7518579-7519542
part20976	7519543-7520193
part23323	7520194-7525371
part13613	7525372-7529185
part23202	7529186-7531072
part15333	7531073-7533081
part14029	7533082-7533648
part23238	7533649-7535394
part13881	7535395-7536349
part13965	7536350-7537232
part17325	7537233-7538551
part15704	7538552-7540033
part23330	7540034-7543245
part22002	7543246-7545828
part23331	7545829-7547304
part21244	7547305-7549704
part23153	7549705-7551449
part14697	7551450-7553170
part23212	7553171-7554455
part14754	7554456-7556492
part13738	7556493-7557453
part13138	7557454-7558838
part18356	7558839-7559755
part15808	7559756-7562084
part23200	7562085-7563233
part18202	7563234-7565094
part16860	7565095-7566329
part15991	7566330-7567965
part23198	7567966-7568457
part23289	7568458-7569443
part15478	7569444-7570474
part22571	7570475-7573317
part23248	7573318-7574551
part14370	7574552-7576712
part15157	7576713-7579246
part13235	7579247-7581373
part13663	7581374-7582523
part22831	7582524-7583601
part23091	7583602-7584249
part14989	7584250-7586746
part23069	7586747-7587361
part13755	7587362-7588217
part23076	7588218-7589127
part13200	7589128-7590973
part23213	7590974-7591833
part18168	7591834-7593394
part23128	7593395-7594033
part19213	7594034-7595619
part15906	7595620-7597850
part21814	7597851-7603152
part23277	7603153-7604499
part21018	7604500-7606576
part15659	7606577-7608256
part23253	7608257-7610141
part23310	7610142-7611652
part23134	7611653-7613204
part23056	7613205-7613847
part16515	7613848-7614838
part23160	7614839-7615971
part23329	7615972-7617321
part23260	7617322-7618335
part15549	7618336-7620086
part17496	7620087-7622041
part22846	7622042-7623824
part15633	7623825-7627666
part23342	7627667-7628852
part13185	7628853-7630783
part14588	7630784-7633246
part23108	7633247-7633653
part13074	7633654-7635189
part14278	7635190-7635971
part15051	7635972-7637165
part23137	7637166-7637627
part23058	7637628-7639574
part23008	7639575-7640840
part23172	7640841-7645921
part23224	7645922-7647227
part23158	7647228-7647848
part14454	7647849-7649423
part23159	7649424-7650238
part21774	7650239-7651353
part23017	7651354-7652090
part14711	7652091-7653059
part22266	7653060-7654262
part14895	7654263-7655990
part14671	7655991-7657767
part15191	7657768-7659080
part23215	7659081-7659564
part23118	7659565-7660071
part23110	7660072-7661688
part17234	7661689-7662920
part23087	7662921-7664041
part23231	7664042-7666296
part23180	7666297-7667646
part23335	7667647-7668610
part23264	7668611-7669073
part23122	7669074-7672235
part23024	7672236-7672747
part23093	7672748-7673771
part23205	7673772-7674832
part16104	7674833-7676656
part22054	7676657-7680412
part23072	7680413-7682701
part23206	7682702-7683326
part13558	7683327-7685480
part16815	7685481-7687271
part21831	7687272-7688482
part23276	7688483-7690045
part23281	7690046-7690635
part23320	7690636-7692199
part23235	7692200-7694706
part23018	7694707-7695882
part22854	7695883-7697450
part23114	7697451-7698098
part23334	7698099-7698879
part18050	7698880-7699570
part23174	7699571-7700829
part12976	7700830-7701983
part23304	7701984-7703268
part23340	7703269-7706280
part22062	7706281-7706847
part14455	7706848-7708542
part23208	7708543-7709166
part23145	7709167-7709720
part23243	7709721-7710350
part23227	7710351-7711392
part23152	7711393-7712671
part23199	7712672-7714026
part21574	7714027-7715433
part23195	7715434-7716035
part23178	7716036-7716744
part13818	7716745-7718811
part14906	7718812-7721000
part22066	7721001-7722660
part23210	7722661-7724064
part21238	7724065-7729274
part23183	7729275-7730247
part22065	7730248-7732004
part21823	7732005-7732972
part23292	7732973-7735841
part22056	7735842-7736309
part23143	7736310-7739552
part23221	7739553-7740543
part23154	7740544-7742171
part23265	7742172-7743439
part19125	7743440-7744670
part22354	7744671-7746405
part23131	7746406-7747681
part23283	7747682-7748908
part23117	7748909-7749577
part20951	7749578-7750731
part22061	7750732-7751289
part14393	7751290-7752210
part23278	7752211-7752805
part22059	7752806-7754029
part23272	7754030-7754685
part23301	7754686-7756159
part23041	7756160-7756582
part14098	7756583-7757395
part23130	7757396-7758702
part23112	7758703-7760328
part16834	7760329-7762430
part23197	7762431-7763315
part23099	7763316-7765359
part23165	7765360-7765938
part23179	7765939-7766370
part21303	7766371-7768160
part23015	7768161-7768772
part23140	7768773-7769425
part23298	7769426-7770295
part23115	7770296-7771400
part22064	7771401-7772599
part14453	7772600-7774278
part23327	7774279-7776422
part21301	7776423-7777619
part23203	7777620-7779558
part23098	7779559-7780229
part23211	7780230-7780771
part19126	7780772-7782051
part23271	7782052-7783248
part23092	7783249-7784781
part23219	7784782-7785667
part23125	7785668-7786874
part14519	7786875-7787897
part23226	7787898-7789089
part19691	7789090-7792707
part23162	7792708-7794166
part23096	7794167-7795298
part17222	7795299-7797353
part20116	7797354-7798190
part23150	7798191-7799321
part23012	7799322-7800600
part22850	7800601-7803992
part23142	7803993-7805338
part14547	7805339-7806346
part23297	7806347-7807217
part23144	7807218-7807996
part22377	7807997-7810867
part14546	7810868-7811959
part23191	7811960-7815452
part23046	7815453-7816790
part23251	7816791-7817514
part15335	7817515-7819994
part23268	7819995-7820865
part14514	7820866-7821906
part23148	7821907-7823206
part19158	7823207-7824833
part12941	7824834-7826657
part23186	7826658-7829387
part14799	7829388-7830666
part23133	7830667-7832184
part22849	7832185-7834045
part23171	7834046-7836310
part21568	7836311-7837888
part18265	7837889-7838552
part21573	7838553-7839922
part22051	7839923-7841600
part22053	7841601-7845546
part14701	7845547-7846545
part19917	7846546-7847926
part23097	7847927-7849619
part20014	7849620-7854257
part14245	7854258-7856165
part17020	7856166-7858110
part22444	7858111-7860774
part23204	7860775-7861624
part23109	7861625-7863117
part19279	7863118-7863868
part23313	7863869-7864672
part16641	7864673-7865868
part14520	7865869-7867275
part14952	7867276-7868227
part23027	7868228-7869533
part18941	7869534-7871514
part19855	7871515-7874845
part14548	7874846-7876084
part22821	7876085-7877205
part19038	7877206-7878314
part15837	7878315-7880224
part13734	7880225-7882367
part13481	7882368-7883719
part16107	7883720-7885664
part18822	7885665-7887240
part15161	7887241-7889436
part14545	7889437-7891089
part12935	7891090-7892856
part13567	7892857-7894059
part23057	7894060-7895816
part22001	7895817-7898098
part13588	7898099-7899407
part15471	7899408-7901486
part23312	7901487-7902616
part19324	7902617-7904143
part12940	7904144-7905966
part14240	7905967-7907414
part19918	7907415-7909952
part23167	7909953-7910785
part14448	7910786-7912446
part23222	7912447-7913511
part23149	7913512-7914330
part23113	7914331-7916310
part17885	7916311-7917600
part23033	7917601-7920253
part15075	7920254-7922414
part23164	7922415-7923486
part23296	7923487-7924420
part23273	7924421-7925069
part17214	7925070-7927659
part23279	7927660-7928529
part16776	7928530-7930557
part16667	7930558-7931065
part23223	7931066-7934619
part14698	7934620-7937639
part22752	7937640-7938870
part23086	7938871-7939672
part22855	7939673-7940753
part23285	7940754-7941536
part19229	7941537-7943566
part23138	7943567-7944207
part14992	7944208-7945761
part23135	7945762-7946734
part14702	7946735-7947768
part17062	7947769-7949054
part14798	7949055-7950178
part23316	7950179-7952330
part16044	7952331-7955940
part14695	7955941-7956977
part15912	7956978-7957865
part23328	7957866-7961205
part23094	7961206-7961973
part23085	7961974-7965077
part14030	7965078-7965588
part12939	7965589-7967539
part23014	7967540-7968635
part14242	7968636-7970733
part12866	7970734-7971696
part23047	7971697-7973248
part23339	7973249-7974145
part23217	7974146-7975133
part13664	7975134-7976100
part23063	7976101-7979941
part23190	7979942-7981413
part23101	7981414-7982073
part14614	7982074-7983469
part23119	7983470-7984630
part13311	7984631-7988584
part16124	7988585-7990483
part23192	7990484-7993305
part13447	7993306-7996228
part15581	7996229-7996848
part16539	7996849-7999437
part23345	7999438-8000668
part23176	8000669-8001775
part15218	8001776-8003149
part16880	8003150-8004313
part21036	8004314-8005881
part17704	8005882-8007914
part22838	8007915-8011477
part23241	8011478-8013212
part13817	8013213-8015112
part17601	8015113-8016403
part14875	8016404-8019815
part23242	8019816-8021010
part23173	8021011-8024158
part23189	8024159-8024995
part15829	8024996-8025871
part23319	8025872-8027627
part17370	8027628-8029666
part13474	8029667-8031227
part14449	8031228-8032397
part13089	8032398-8033943
part23207	8033944-8034750
part15650	8034751-8038705
part19171	8038706-8040246
part15793	8040247-8042790
part15421	8042791-8044095
part13271	8044096-8045009
part20646	8045010-8045940
part23182	8045941-8047358
part19089	8047359-8049695
part16793	8049696-8051555
part17291	8051556-8053929
part16383	8053930-8055442
part12881	8055443-8056737
part20696	8056738-8058460
part23129	8058461-8059176
part23168	8059177-8059893
part14491	8059894-8061333
part20675	8061334-8062726
part23194	8062727-8063256
part23088	8063257-8065423
part17409	8065424-8066361
part22052	8066362-8068576
part23261	8068577-8069718
part15501	8069719-8070895
part23028	8070896-8073574
part13187	8073575-8075308
part13172	8075309-8076798
part18435	8076799-8078147
part23266	8078148-8078723
part23225	8078724-8079952
part21014	8079953-8082315
part23255	8082316-8083720
part21821	8083721-8085323
part23081	8085324-8085953
part23184	8085954-8087180
part23029	8087181-8088074
part23147	8088075-8089523
part15356	8089524-8091803
part22735	8091804-8092973
part23013	8092974-8093806
part23245	8093807-8095945
part15257	8095946-8097928
part21815	8097929-8099525
part23141	8099526-8101058
part23121	8101059-8102182
part17369	8102183-8104970
part23252	8104971-8105481
part23306	8105482-8107709
part13909	8107710-8108919
part18515	8108920-8111093
part14819	8111094-8111857
part22744	8111858-8113046
part21569	8113047-8114485
part23247	8114486-8115587
part18815	8115588-8116369
part15574	8116370-8118101
part23188	8118102-8119432
part14774	8119433-8120592
part23269	8120593-8122214
part14722	8122215-8123409
part23262	8123410-8124614
part13397	8124615-8125467
part22530	8125468-8130462
part23336	8130463-8136979
part23309	8136980-8139270
part23127	8139271-8140647
part22069	8140648-8142798
part23193	8142799-8143672
part18961	8143673-8145593
part23254	8145594-8147891
part23185	8147892-8149470
part23299	8149471-8151345
part15101	8151346-8153046
part23032	8153047-8154015
part23116	8154016-8155606
part23139	8155607-8157069
part14955	8157070-8158127
part23333	8158128-8160457
part23175	8160458-8160919
part23019	8160920-8161851
part23214	8161852-8162984
part23246	8162985-8164150
part17474	8164151-8166429
part23106	8166430-8168019
part23151	8168020-8169741
part23070	8169742-8172669
part23263	8172670-8174664
part19997	8174665-8175915
part23294	8175916-8176679
part23303	8176680-8179908
part23295	8179909-8182155
part23240	8182156-8182954
part23103	8182955-8183654
part23234	8183655-8184950
part23123	8184951-8186582
part23237	8186583-8188832
part23157	8188833-8190086
part23287	8190087-8191711
part22845	8191712-8193293
part23258	8193294-8194119
part23156	8194120-8196103
part15117	8196104-8198447
part17957	8198448-8200264
part23344	8200265-8202054
part21810	8202055-8203340
part23105	8203341-8205537
part23337	8205538-8206798
part21663	8206799-8207791
part14360	8207792-8209544
part13210	8209545-8210945
part14937	8210946-8214176
part21876	8214177-8218367
part23341	8218368-8219916
part22738	8219917-8221053
part23317	8221054-8223186
part23080	8223187-8224539
part23037	8224540-8229564
part14206	8229565-8232819
part17910	8232820-8233956
part13856	8233957-8236680
part23393	8236681-8237436
part16936	8237437-8238949
part12913	8238950-8240689
part16611	8240690-8241662
part15371	8241663-8244092
part18486	8244093-8245458
part14423	8245459-8247984
part14749	8247985-8252547
part13143	8252548-8253752
part13135	8253753-8254847
part16326	8254848-8255942
part15332	8255943-8257699
part15528	8257700-8258896
part14706	8258897-8261038
part13395	8261039-8264596
part19455	8264597-8266044
part15772	8266045-8267650
part14112	8267651-8269047
part13110	8269048-8270446
part17332	8270447-8271384
part13527	8271385-8272964
part13872	8272965-8274272
part16519	8274273-8274980
part13371	8274981-8276381
part15789	8276382-8277661
part19941	8277662-8278619
part16050	8278620-8280461
part19730	8280462-8281830
part14063	8281831-8283289
part15113	8283290-8285323
part14768	8285324-8286673
part16089	8286674-8289211
part14189	8289212-8290197
part15031	8290198-8291250
part12797	8291251-8293515
part15279	8293516-8295003
part16230	8295004-8295528
part14998	8295529-8297713
part15858	8297714-8299098
part15905	8299099-8301062
part15605	8301063-8302998
part17456	8302999-8304941
part15637	8304942-8308487
part15899	8308488-8309119
part17127	8309120-8310917
part16192	8310918-8311719
part20013	8311720-8312593
part17781	8312594-8313077
part15796	8313078-8314025
part18144	8314026-8315024
part19951	8315025-8317600
part13090	8317601-8319287
part22907	8319288-8319928
part15818	8319929-8320904
part13669	8320905-8323282
part13000	8323283-8324633
part14479	8324634-8326542
part13377	8326543-8327661
part17574	8327662-8329466
part13222	8329467-8331348
part14276	8331349-8332544
part14113	8332545-8333666
part18776	8333667-8335564
part14081	8335565-8337186
part14277	8337187-8337990
part17644	8337991-8339008
part16963	8339009-8339712
part15348	8339713-8340618
part13861	8340619-8341321
part13956	8341322-8342695
part15071	8342696-8343974
part13264	8343975-8346031
part13587	8346032-8346436
part18105	8346437-8347572
part12848	8347573-8348149
part13109	8348150-8349645
part17267	8349646-8350372
part16106	8350373-8350957
part20773	8350958-8351571
part22339	8351572-8353838
part12793	8353839-8354498
part16167	8354499-8355165
part17184	8355166-8356068
part16587	8356069-8357832
part15129	8357833-8359584
part23399	8359585-8360367
part14128	8360368-8361013
part23374	8361014-8361593
part23366	8361594-8362247
part15121	8362248-8362694
part15374	8362695-8365079
part19246	8365080-8366233
part14371	8366234-8366981
part15030	8366982-8367719
part20777	8367720-8368229
part18944	8368230-8368978
part18078	8368979-8369563
part14400	8369564-8370972
part14575	8370973-8371356
part14927	8371357-8372061
part17051	8372062-8373197
part17908	8373198-8373668
